id,lat,lon,name
499434363,,,Skyrattler Park
499717489,,,Abbey Park
499718984,,,Emerald Hills Regional Park North
500529203,,,Hidden Brook Park
502506514,,,Unknown
502506776,,,Unknown
505168963,,,Mosaic Grove Park
505168966,,,Mosaic Grove Park
507067652,,,Big Bear Park
507071673,,,Bearspaw Park
507071674,,,Tomas Opalinski Park
508504825,,,Herbert Hart Park
509046647,,,Dr. Francis Crang Park
509304689,,,H.W. Heathcote Park
511130530,,,LY Cairns School Park
511131209,,,Caine Memorial Park
511318163,,,Malcolm MacCrimmon Park
514032321,,,ÎNÎW River Lot 11∞ Indigenous Art Park
515059402,,,Potter Greens Park
515059404,,,Rosenthal Park
515399884,,,MacMillian Park
515399887,,,Red Willow Park
515399888,,,Lions Park
515399901,,,Millenium Park
516015050,,,Keyano Park
516015051,,,Athlone Park
516015265,,,Delton Park
516334539,,,Unknown
516334541,,,Unknown
516334542,,,Unknown
517498057,,,Grenadier Park
518448924,,,Unknown
518448925,,,Unknown
519178930,,,Maurice Roberge Tot Lot Park
519178931,,,Unknown
519178934,,,Unknown
519178938,,,Grey Nuns White Spruce Park
519178939,,,Unknown
519764823,,,Dermot District Park
520190216,,,Red Willow Park
520190218,,,Unknown
521141468,,,Fulton Marsh Constructed Wetland
522959907,,,Unknown
524190827,,,Charlesworth Park
524257892,,,Unknown
526836993,,,Walter Polley Park
526836996,,,Quesnell Park
526836998,,,Unknown
526837000,,,Rio Terrace Park
529049512,,,Kainai Park
533290222,,,Arthur Elliot Park
533291315,,,Aspen Gardens Park
533403275,,,Gariepy Park
533425946,,,The Grange District Park
533425952,,,Colonel FC Jamieson Park
533426322,,,Dechene Park
533428349,,,Unknown
533428354,,,Willowby Park
533474854,,,Unknown
533475100,,,Unknown
533478581,,,Suder Greens Park
533707418,,,Lago Lindo Park
533708623,,,Elsinore Chambery Park
533708625,,,Baturyn Park
533708630,,,Harry Farmer Park
533930343,,,Norwester Park
533930345,,,Patrick J. Ryan Park
533930349,,,Mayfield Park
533930558,,,Britannia Youngstown Park
534104766,,,Unknown
534130928,,,Glenora Park
534134826,,,Carlton Park
534166460,,,Eusebio Garcia Park
534181350,,,McQueen Park
534181356,,,Grovenor Park
534389834,,,Kensington Park
534667834,,,Unknown
534667841,,,Parkview Park
535091504,,,Tipaskan Park
535096305,,,Unknown
535096306,,,Unknown
535295330,,,Clareview Park
535295347,,,Hairsine Park
535295356,,,Bannerman Park
535320437,,,Sifton Park
535321878,,,Kernohan Park
536182895,,,Unknown
536182896,,,Unknown
536185569,,,Unknown
536185570,,,John A. Norris Park
536185573,,,Rocketship Park
536229222,,,Unknown
536251774,,,Queen Mary Park
536253076,,,Central McDougall Park
536430007,,,Inglewood School Park
536476736,,,Unknown
536514824,,,Unknown
536515487,,,Mactaggart Park
536576391,,,Unknown
536579047,,,Unknown
536731858,,,Unknown
538399789,,,Unknown
539904313,,,Unknown
539942331,,,Unknown
539950487,,,Bennett Centre Park
540267937,,,Government House Park
544443569,,,Jagare Ridge Excercise Warm Up Park
544443697,,,Jagare Ridge Childrens Play Park
544670255,,,Schonsee Park
544807650,,,Royal Canadian Air Force Park
545569648,,,Unknown
546489527,,,Unknown
548449833,,,Harwood Park
548452438,,,North Ridge Park
548452439,,,Naples Park
548452440,,,Lafleur Park
548739086,,,Unknown
549640016,,,Canon Ridge Park
549670302,,,Clarkdale Meadows Pond
551743679,,,Terwillegar South Park
551743680,,,Woodall Park
551745408,,,Sutter Place Park
551766559,,,Creekwood Park
551766565,,,Unknown
551768553,,,Unknown
552007271,,,Unknown
552088771,,,Unknown
552088772,,,Unknown
552154754,,,Queen Mary Park
552428565,,,Dr. Anne Anderson Park
552448516,,,Unknown
552473987,,,Unknown
554723209,,,Unknown
555310223,,,Michael Phair Park
555353248,,,Unknown
556343980,,,Calder Memorial Park
556347018,,,Unknown
556382897,,,Unknown
556382902,,,Gowan Park
556875400,,,Tukquanow Park
557414711,,,Unknown
557848011,,,Laurel Park
557860819,,,Hamptons Pass
557866153,,,Getty Park
558145447,,,Unknown
558876129,,,Unknown
558876142,,,Unknown
561632363,,,Unknown
562126287,,,Unknown
563079232,,,Unknown
563142141,,,Unknown
563447773,,,Henrietta Muir Edwards Park
564505835,,,Unknown
