id,lat,lon,name
1211750941,,,Unknown
1211751090,,,Unknown
1211751091,,,Unknown
1211751095,,,Unknown
1211970519,,,Unknown
1211970520,,,Unknown
1211970523,,,Unknown
1211981322,,,Unknown
1212602613,,,Unknown
1212689783,,,Unknown
1212689788,,,Unknown
1212917293,,,Unknown
1212917294,,,Unknown
1213220520,,,Unknown
1213220568,,,Unknown
1213220569,,,Unknown
1213220570,,,Unknown
1213220572,,,Unknown
1213224804,,,Unknown
1213422092,,,Unknown
1213508640,,,Unknown
1213508641,,,Unknown
1213969870,,,Unknown
1213969871,,,Unknown
1213969886,,,Unknown
1213969887,,,Unknown
1213969909,,,Unknown
1213969910,,,Unknown
1214957898,,,Unknown
1214957899,,,Unknown
1215506101,,,Unknown
1215506102,,,Unknown
1215506103,,,Unknown
1216373585,,,Unknown
1216373586,,,Unknown
1216373587,,,Unknown
1216373642,,,Unknown
1216373643,,,Unknown
1216373660,,,Unknown
1216373674,,,Unknown
1216383723,,,Unknown
1217262108,,,Unknown
1217262135,,,Unknown
1217262136,,,Unknown
1217262145,,,Unknown
1218406001,,,Unknown
1218687619,,,Unknown
1218687621,,,Unknown
1218687622,,,Unknown
1218687623,,,Unknown
1218928722,,,Unknown
1219445813,,,Unknown
1219446185,,,Unknown
1219615964,,,Unknown
1220155940,,,Unknown
1220168479,,,Unknown
1221117209,,,Unknown
1221486322,,,Unknown
1221486323,,,Unknown
1221486324,,,Unknown
1221486325,,,Unknown
1228549479,,,Unknown
1228549483,,,Unknown
1228549485,,,Unknown
1228554730,,,Unknown
1229761560,,,Unknown
1229761702,,,Unknown
1229761703,,,Unknown
1229761774,,,Unknown
1230253778,,,Unknown
1231796394,,,Unknown
16754697,,,Unknown
16795137,,,Floden Park Playground
16811078,,,Unknown
