DAdguid,PRCDDA,Province,Dissemination area (DA) Population,Situational vulnerability Quintiles,Situational vulnerability Scores,Ethno-cultural composition Quintiles,Ethno-cultural composition Scores,Residential instability Quintiles,Residential instability Scores,Economic dependency Quintiles,Economic dependency Scores,DArplat,DArplong,DApop_2021,DAtdwell_2021,DAurdwell_2021,DArplamx,DArplamy,CTcode,the_geom,CCSNAME,LANDAREA,PRUID,DAUID,_predicate,Boundary Type
2021S051248110828,48110828,Alberta,695,3,-0.154,4,0.247,5,1.617,1,-0.817,53.52523,-113.46136,698.0,400.0,378.0,4816384.1948,2165587.7212,2159,"MULTIPOLYGON (((-113.46300770688214 53.52758113247826, -113.4620833297661 53.527061662732514, -113.46157770012192 53.52678630158591, -113.45970344323247 53.52572181668735, -113.45895638162612 53.52528446878302, -113.45862517681454 53.525247769538694, -113.45838788830305 53.52523882367833, -113.45808517319182 53.52526092065236, -113.45747791029899 53.52507900049785, -113.45820301900132 53.52474948772717, -113.45821628668484 53.524594029790855, -113.45822795997157 53.5245343547591, -113.45825756588982 53.524475273642274, -113.45916028712048 53.52348726122695, -113.45956101178406 53.52349210445937, -113.46064609232579 53.52347576294624, -113.4606543060466 53.524370304885394, -113.46382542352234 53.52436237679622, -113.4638414656216 53.525225158074754, -113.46468318916358 53.525230844401534, -113.46536736740993 53.52526194713838, -113.46688145164299 53.5253285419486, -113.466888604158 53.52717410792069, -113.46537251469996 53.52719095948601, -113.46385986857868 53.527194348762585, -113.46385187057629 53.527587566755905, -113.4638525063105 53.528027592015384, -113.4632790138424 53.52772803687746, -113.46300770688214 53.52758113247826)))",Edmonton,0.145,48,48110828.0,INTERSECTS,Census Dissemination Area
2021S051248110829,48110829,Alberta,594,3,-0.354,3,-0.388,4,0.137,2,-0.564,53.525305,-113.470092,686.0,290.0,280.0,4815849.1547,2165785.4361,2159,"MULTIPOLYGON (((-113.46688145164299 53.5253285419486, -113.4668870631318 53.523476345118624, -113.467442825592 53.52346325361833, -113.46775629297865 53.52349130159591, -113.46833675806816 53.52349006066135, -113.46981750009293 53.52348773793025, -113.47017700336046 53.52348568518599, -113.4714101594278 53.52348825572374, -113.47309052292525 53.52349880905439, -113.47310829907029 53.52531546013901, -113.47312182893657 53.52714404460195, -113.47149640918326 53.52714685170418, -113.46988825321942 53.52715371199663, -113.4683623599987 53.52715594611212, -113.466888604158 53.52717410792069, -113.46688145164299 53.5253285419486)))",Edmonton,0.1684,48,48110829.0,INTERSECTS,Census Dissemination Area
2021S051248110830,48110830,Alberta,680,2,-0.434,3,-0.358,5,0.716,2,-0.538,53.522802,-113.465543,917.0,474.0,423.0,4816037.8893,2165427.7655,2159,"MULTIPOLYGON (((-113.46382542352234 53.52436237679622, -113.4606543060466 53.524370304885394, -113.46064609232579 53.52347576294624, -113.46081474669018 53.523474655214436, -113.46091468905456 53.522642710679584, -113.46098620658167 53.521821199888855, -113.46106539960462 53.521000203144695, -113.46211107231878 53.520996521155375, -113.46388361955373 53.52100274666084, -113.46405488754591 53.521001053660434, -113.46439333386245 53.52099921879968, -113.46563103387383 53.520999251507014, -113.46682718149667 53.52099607632523, -113.46713043962662 53.520997549912806, -113.46744309145595 53.520994446443616, -113.4674374006802 53.521944520158335, -113.47017051007779 53.52194147284573, -113.47307787081095 53.52193408542452, -113.47309122473399 53.522886234932834, -113.47309052292525 53.52349880905439, -113.4714101594278 53.52348825572374, -113.47017700336046 53.52348568518599, -113.46981750009293 53.52348773793025, -113.46833675806816 53.52349006066135, -113.46775629297865 53.52349130159591, -113.467442825592 53.52346325361833, -113.4668870631318 53.523476345118624, -113.46688145164299 53.5253285419486, -113.46536736740993 53.52526194713838, -113.46468318916358 53.525230844401534, -113.4638414656216 53.525225158074754, -113.46382542352234 53.52436237679622)))",Edmonton,0.2445,48,48110830.0,INTERSECTS,Census Dissemination Area
2021S051248110831,48110831,Alberta,712,3,-0.27,3,-0.089,5,1.702,2,-0.286,53.51956,-113.465225,802.0,515.0,451.0,4815939.1483,2165085.7239,2159,"MULTIPOLYGON (((-113.46388361955373 53.52100274666084, -113.46211107231878 53.520996521155375, -113.46106539960462 53.521000203144695, -113.4611725319919 53.52004971177438, -113.46121682418396 53.51962910412484, -113.46137048240777 53.519030129027016, -113.46137127785934 53.51815114223286, -113.4613682911445 53.51802815643816, -113.46292530818964 53.51802821112154, -113.46439022100853 53.518034751895264, -113.46535510123678 53.51802077414162, -113.46742595136496 53.51802956582824, -113.47015260244747 53.51803088782172, -113.47016086495903 53.51905319241466, -113.47016701530885 53.52004338075959, -113.46743031243521 53.520043343359646, -113.46743208540157 53.5203043066203, -113.4674301307238 53.520487935816405, -113.46744309145595 53.520994446443616, -113.46713043962662 53.520997549912806, -113.46682718149667 53.52099607632523, -113.46563103387383 53.520999251507014, -113.46439333386245 53.52099921879968, -113.46405488754591 53.521001053660434, -113.46388361955373 53.52100274666084)))",Edmonton,0.1761,48,48110831.0,INTERSECTS,Census Dissemination Area
2021S051248110832,48110832,Alberta,416,3,-0.124,4,0.032,4,0.534,1,-0.969,53.516553,-113.461391,456.0,251.0,215.0,4816065.4984,2164691.4506,2156,"MULTIPOLYGON (((-113.45831307191104 53.51608518554143, -113.458312487624 53.51513644055231, -113.46133744185833 53.5151367983092, -113.46437044324718 53.515134215135056, -113.46438447849224 53.516080906468375, -113.4643856923375 53.517028972776394, -113.46437678389132 53.51789563736143, -113.46439022100853 53.518034751895264, -113.46292530818964 53.51802821112154, -113.4613682911445 53.51802815643816, -113.46052771746753 53.518028731631645, -113.4590030421429 53.51802968530706, -113.45831900421366 53.518041053895615, -113.45831727567668 53.517905615486384, -113.45833684643601 53.517032839077864, -113.45831307191104 53.51608518554143)))",Edmonton,0.1295,48,48110832.0,INTERSECTS,Census Dissemination Area
2021S051248110833,48110833,Alberta,420,3,-0.382,2,-0.581,4,0.574,1,-0.747,53.513751,-113.464275,415.0,217.0,193.0,4815785.5604,2164464.6586,2156,"MULTIPOLYGON (((-113.46133823330777 53.51324240920942, -113.46133408464458 53.51229122710622, -113.46315662181127 53.51228641257492, -113.46436978650571 53.512289907181184, -113.46741416119607 53.51229225825196, -113.46740707149881 53.51285389675952, -113.46740055151753 53.5132327824183, -113.46740352625272 53.514175704402994, -113.46740882534674 53.51512880938718, -113.46437044324718 53.515134215135056, -113.46133744185833 53.5151367983092, -113.46133370879376 53.51418842624127, -113.46133823330777 53.51324240920942)))",Edmonton,0.1274,48,48110833.0,INTERSECTS,Census Dissemination Area
2021S051248110834,48110834,Alberta,564,3,-0.309,4,0.106,4,0.136,1,-0.719,53.514705,-113.456311,529.0,264.0,241.0,4816311.0373,2164389.9137,2156,"MULTIPOLYGON (((-113.45510658154252 53.516088515137916, -113.45511610574829 53.51514260746443, -113.45511981987845 53.51419527127498, -113.45208603911283 53.514196776158954, -113.45208246932857 53.51324562886156, -113.45208395501552 53.51227835641669, -113.45511495848967 53.51229238493348, -113.45768937165475 53.51227804855434, -113.45830694953885 53.51228430000464, -113.46041586473832 53.51228357338398, -113.46133408464458 53.51229122710622, -113.46133823330777 53.51324240920942, -113.46133370879376 53.51418842624127, -113.46133744185833 53.5151367983092, -113.458312487624 53.51513644055231, -113.45831307191104 53.51608518554143, -113.45833684643601 53.517032839077864, -113.45831727567668 53.517905615486384, -113.45831900421366 53.518041053895615, -113.45809035235996 53.51803776256054, -113.4574806830613 53.5180764841518, -113.45598314926303 53.518102778546954, -113.45523280110352 53.51810342504601, -113.455041895431 53.518100117300655, -113.45503842716126 53.517990062375446, -113.45505853757776 53.517549823328395, -113.45510860591018 53.517209006890745, -113.45511427978043 53.51703359269241, -113.45510658154252 53.516088515137916)))",Edmonton,0.2439,48,48110834.0,INTERSECTS,Census Dissemination Area
2021S051248110835,48110835,Alberta,602,4,0.049,3,-0.324,4,0.235,2,-0.482,53.515888,-113.468809,629.0,298.0,274.0,4815584.2745,2164784.1372,2156,"MULTIPOLYGON (((-113.46438447849224 53.516080906468375, -113.46437044324718 53.515134215135056, -113.46740882534674 53.51512880938718, -113.46740352625272 53.514175704402994, -113.46740055151753 53.5132327824183, -113.46740707149881 53.51285389675952, -113.46741416119607 53.51229225825196, -113.46852327843847 53.512606343100465, -113.46933469605776 53.5125460026893, -113.46971306595633 53.51253229930431, -113.46983240043691 53.51252809212611, -113.47030140738683 53.512529049482644, -113.47153389442535 53.51265187626973, -113.47221165679396 53.51285631742231, -113.47323647711563 53.513541845448636, -113.4735826440227 53.514005238696804, -113.4746298704626 53.514807762681556, -113.47482783865438 53.5150751452857, -113.47495043518063 53.515344002827895, -113.47492635063885 53.51567914278141, -113.47460087046277 53.517693937925756, -113.47448360296228 53.51801321133054, -113.4744457280067 53.51811633916259, -113.47370888781147 53.51811462978972, -113.47180952037365 53.51811020388938, -113.4702925802056 53.518118894405006, -113.47015260244747 53.51803088782172, -113.46742595136496 53.51802956582824, -113.46535510123678 53.51802077414162, -113.46439022100853 53.518034751895264, -113.46437678389132 53.51789563736143, -113.4643856923375 53.517028972776394, -113.46438447849224 53.516080906468375)))",Edmonton,0.3398,48,48110835.0,INTERSECTS,Census Dissemination Area
2021S051248110836,48110836,Alberta,479,1,-0.765,3,-0.425,3,-0.087,2,-0.556,53.510337,-113.470841,571.0,270.0,253.0,4815256.3465,2164254.6754,2153,"MULTIPOLYGON (((-113.4697999497978 53.51224036534022, -113.46961946427584 53.512243270835725, -113.46971306595633 53.51253229930431, -113.46933469605776 53.5125460026893, -113.46852327843847 53.512606343100465, -113.46741416119607 53.51229225825196, -113.46550282821765 53.5120294708719, -113.46497248853166 53.51172615126571, -113.46444791683616 53.51126101740625, -113.46422668247342 53.51082547150516, -113.4641649903037 53.51001833078141, -113.46420932382934 53.50971267676949, -113.46422283557114 53.509590474866926, -113.46423199622674 53.50950733468961, -113.46429631361073 53.509203167082525, -113.46448199073447 53.5089055920936, -113.46459139808401 53.508738872639235, -113.46472567952398 53.50854894800917, -113.46478035771518 53.50847032014063, -113.46665130670101 53.50847804502999, -113.47041160226722 53.50847694434051, -113.47343574898616 53.50848799163059, -113.47345010417192 53.509433262595195, -113.47346912833436 53.51038844394538, -113.47346258747403 53.5113263181669, -113.47648960966995 53.511335643211076, -113.47648487673207 53.51176658307736, -113.4765029499558 53.51188974306198, -113.47653083007246 53.51196577765871, -113.4766193517937 53.51211506362574, -113.4767189948264 53.51227676845637, -113.47379939331846 53.51228300891624, -113.4734691123085 53.51228200902476, -113.47210961837649 53.512260760186585, -113.47035830980114 53.51224052613849, -113.4697999497978 53.51224036534022)))",Edmonton,0.274,48,48110836.0,INTERSECTS,Census Dissemination Area
2021S051248110837,48110837,Alberta,777,3,-0.314,4,-0.018,5,1.469,3,-0.061,53.514799,-113.47641,715.0,423.0,385.0,4815076.2179,2164837.0782,2153,"MULTIPOLYGON (((-113.47570686208304 53.51803375763514, -113.47560275542024 53.51803528555878, -113.47543854682426 53.51807797425488, -113.4744457280067 53.51811633916259, -113.47448360296228 53.51801321133054, -113.47460087046277 53.517693937925756, -113.47492635063885 53.51567914278141, -113.47495043518063 53.515344002827895, -113.47482783865438 53.5150751452857, -113.4746298704626 53.514807762681556, -113.4735826440227 53.514005238696804, -113.47323647711563 53.513541845448636, -113.47221165679396 53.51285631742231, -113.47153389442535 53.51265187626973, -113.47030140738683 53.512529049482644, -113.46983240043691 53.51252809212611, -113.46971306595633 53.51253229930431, -113.46961946427584 53.512243270835725, -113.4697999497978 53.51224036534022, -113.47035830980114 53.51224052613849, -113.47210961837649 53.512260760186585, -113.4734691123085 53.51228200902476, -113.47379939331846 53.51228300891624, -113.4767189948264 53.51227676845637, -113.4767416516408 53.51275639783388, -113.476683040886 53.512869977662824, -113.47668547722486 53.51325293997335, -113.4767822279409 53.5132537320014, -113.47977441911175 53.513257618345484, -113.47977810611646 53.5141969992453, -113.47976718384116 53.5151453766306, -113.47974534884787 53.51609514328141, -113.47974480050466 53.517049522296894, -113.47971621842557 53.51799167511178, -113.47971118437808 53.51809767495324, -113.47691851873529 53.518087751184304, -113.47669222485696 53.5180298199013, -113.47570686208304 53.51803375763514)))",Edmonton,0.2285,48,48110837.0,INTERSECTS,Census Dissemination Area
2021S051248110838,48110838,Alberta,566,4,-0.11,3,-0.323,4,0.498,1,-1.079,53.510454,-113.476847,597.0,292.0,270.0,4814890.5669,2164397.4829,2153,"MULTIPOLYGON (((-113.47345010417192 53.509433262595195, -113.47343574898616 53.50848799163059, -113.47646183952749 53.50848220671843, -113.47977876470863 53.508483190087574, -113.47977894823299 53.50854543334007, -113.47977678189004 53.509440837779216, -113.4797792220129 53.50949859727184, -113.47978174748228 53.51038682301422, -113.47977457064484 53.51135745704937, -113.47977413386623 53.51228213836466, -113.47977441911175 53.513257618345484, -113.4767822279409 53.5132537320014, -113.47668547722486 53.51325293997335, -113.476683040886 53.512869977662824, -113.4767416516408 53.51275639783388, -113.4767189948264 53.51227676845637, -113.4766193517937 53.51211506362574, -113.47653083007246 53.51196577765871, -113.4765029499558 53.51188974306198, -113.47648487673207 53.51176658307736, -113.47648960966995 53.511335643211076, -113.47346258747403 53.5113263181669, -113.47346912833436 53.51038844394538, -113.47345010417192 53.509433262595195)))",Edmonton,0.1777,48,48110838.0,INTERSECTS,Census Dissemination Area
2021S051248110839,48110839,Alberta,448,2,-0.493,2,-0.701,4,0.387,1,-0.64,53.510376,-113.483193,563.0,264.0,237.0,4814496.8023,2164527.7189,2153,"MULTIPOLYGON (((-113.47977678189004 53.509440837779216, -113.47977894823299 53.50854543334007, -113.48284857727101 53.508541405966355, -113.48607732298747 53.508541677456385, -113.48604828919756 53.50948676012467, -113.48604582214142 53.510437385850075, -113.4860519698498 53.51138299125718, -113.48604953999171 53.51230804209337, -113.48570376570336 53.51227924479176, -113.48284408708398 53.51228839037028, -113.47977413386623 53.51228213836466, -113.47977457064484 53.51135745704937, -113.47978174748228 53.51038682301422, -113.4797792220129 53.50949859727184, -113.47977678189004 53.509440837779216)))",Edmonton,0.1734,48,48110839.0,INTERSECTS,Census Dissemination Area
2021S051248110840,48110840,Alberta,421,2,-0.424,2,-0.607,3,-0.053,2,-0.433,53.507121,-113.479485,547.0,185.0,165.0,4814606.2864,2164110.4799,3769,"MULTIPOLYGON (((-113.47645260598017 53.50658402682297, -113.4764439292756 53.505696486841146, -113.47979044750824 53.50569602042155, -113.48283861143874 53.50569395291039, -113.48283507794861 53.506648066487884, -113.4828425833276 53.50758865981223, -113.48284857727101 53.508541405966355, -113.47977894823299 53.50854543334007, -113.47977876470863 53.508483190087574, -113.47646183952749 53.50848220671843, -113.47646565153937 53.507533371365454, -113.47645260598017 53.50658402682297)))",Edmonton,0.1327,48,48110840.0,INTERSECTS,Census Dissemination Area
2021S051248110841,48110841,Alberta,483,2,-0.503,3,-0.237,4,0.233,2,-0.388,53.504203,-113.48183,429.0,230.0,194.0,4814355.1807,2163860.009,3769,"MULTIPOLYGON (((-113.4764439292756 53.505696486841146, -113.47644675864304 53.5048813823542, -113.47644869967587 53.50439232449541, -113.47645062644473 53.50390050595521, -113.4764238883073 53.50303021300347, -113.4764524104757 53.502899615311314, -113.47949724053603 53.50288536131333, -113.48281627975788 53.502882743602235, -113.48355134019323 53.502876492586644, -113.48502536271984 53.50287954579677, -113.48613079437857 53.502883105080834, -113.48613001791095 53.50184010281872, -113.4861347108277 53.5003744839458, -113.48612870479555 53.50001499136418, -113.48612449795097 53.49994309078963, -113.48631189595842 53.499946206671204, -113.48733100788684 53.4999449906659, -113.48902397556398 53.49994116435985, -113.49138316761565 53.49994285689904, -113.49143341226029 53.499942986694215, -113.49143456471316 53.49994993138411, -113.49147236429457 53.50018012264094, -113.491551883364 53.50072253188679, -113.49159119476823 53.50088953974699, -113.49167117946227 53.50140412416793, -113.49170019983312 53.5015908299926, -113.49173017627315 53.50174233533861, -113.49180178591956 53.50222482223321, -113.49209048975645 53.5037225334391, -113.49224385892016 53.5046232284962, -113.49248978511788 53.50607294331121, -113.49266249966601 53.507146031550576, -113.49289233282016 53.508559124105425, -113.49274007478536 53.50856833991591, -113.49268589868589 53.50857160842052, -113.49268473951176 53.5085716869784, -113.49229419127077 53.50859534826708, -113.49008919451576 53.50872886041242, -113.4887485866284 53.50854974372069, -113.48866620057936 53.50853352380721, -113.48625725709806 53.5085421461649, -113.48607732298747 53.508541677456385, -113.48284857727101 53.508541405966355, -113.4828425833276 53.50758865981223, -113.48283507794861 53.506648066487884, -113.48283861143874 53.50569395291039, -113.47979044750824 53.50569602042155, -113.4764439292756 53.505696486841146)))",Edmonton,0.6565,48,48110841.0,INTERSECTS,Census Dissemination Area
