DAdguid,PRCDDA,Province,Dissemination area (DA) Population,Situational vulnerability Quintiles,Situational vulnerability Scores,Ethno-cultural composition Quintiles,Ethno-cultural composition Scores,Residential instability Quintiles,Residential instability Scores,Economic dependency Quintiles,Economic dependency Scores,DArplat,DArplong,DApop_2021,DAtdwell_2021,DAurdwell_2021,DArplamx,DArplamy,CTcode,the_geom,CCSNAME,LANDAREA,PRUID,DAUID,_predicate,Boundary Type
2021S051248110809,48110809,Alberta,472,3,-0.334,3,-0.282,4,0.232,3,-0.183,53.550057,-113.452711,460.0,270.0,238.0,4817822.8391,2167965.7538,2178,"MULTIPOLYGON (((-113.44907810321943 53.55341391402003, -113.44926202866586 53.5512228417457, -113.44927672037727 53.55049604707671, -113.44928458186155 53.549346269001056, -113.44769830135209 53.549350264749684, -113.44610122954576 53.54933469551657, -113.44615734473665 53.547952891490006, -113.44770138689653 53.547946506886674, -113.44928426322588 53.547944071268965, -113.45093774324585 53.54793716256129, -113.45250289471709 53.547941501467896, -113.45250261870612 53.54936308864719, -113.4540398366437 53.54935612397612, -113.4555963155022 53.549343732463356, -113.45712937462099 53.54935241446982, -113.4573240592924 53.54939000925209, -113.4575196895798 53.54945894624555, -113.45788579508324 53.549661875287626, -113.4580495112715 53.549750101179626, -113.45851850804668 53.549940071694266, -113.45886814909404 53.55001501574457, -113.45916541033394 53.55005234927108, -113.4594761187461 53.550068913086086, -113.45977852453433 53.550064194779935, -113.46003414025057 53.550038576232865, -113.46029807838862 53.54999075002277, -113.46214447647523 53.54961276117786, -113.46295565753042 53.549521360837986, -113.46388684333165 53.54942309288883, -113.46436262055768 53.549371329275935, -113.46488528209639 53.54927417667009, -113.46519358357091 53.549186345154894, -113.46551659677158 53.54912018715234, -113.46600050355188 53.54900771057327, -113.46681418590555 53.54993195334686, -113.46732609305245 53.55079307655567, -113.46751358766808 53.55174045438694, -113.46755288603288 53.55191436905014, -113.46742810957676 53.552474506711114, -113.46740049644768 53.552598472217404, -113.46697090483802 53.55320816665711, -113.46569860044475 53.553986756076036, -113.46561216907165 53.55402011472765, -113.46514929664012 53.554198758346416, -113.46423738477066 53.554484761368016, -113.46344601356836 53.554692156622465, -113.46280299014335 53.55484456899769, -113.4620161142502 53.55496555542629, -113.46076141132885 53.55495066064264, -113.45761129160609 53.554663476010155, -113.4561148912739 53.554453458755795, -113.45327640720299 53.55395836019903, -113.44999028076445 53.55349515464935, -113.44936898777078 53.55344009690088, -113.4492038752115 53.55342545942678, -113.44907810321943 53.55341391402003)))",Edmonton,0.7027,48,48110809.0,INTERSECTS,Census Dissemination Area
2021S051248110810,48110810,Alberta,318,3,-0.359,1,-0.882,5,0.962,1,-0.742,53.547759,-113.454343,422.0,230.0,190.0,4817638.5224,2167763.7535,2178,"MULTIPOLYGON (((-113.45093774324585 53.54793716256129, -113.45094040482466 53.54632679181708, -113.4524643626715 53.54633057292978, -113.45405001744666 53.54633443422928, -113.45558905149484 53.5463489604838, -113.45715530912244 53.54633814043141, -113.45715847792896 53.54793597936662, -113.45713099409824 53.54904857576195, -113.45712937462099 53.54935241446982, -113.4555963155022 53.549343732463356, -113.4540398366437 53.54935612397612, -113.45250261870612 53.54936308864719, -113.45250289471709 53.547941501467896, -113.45093774324585 53.54793716256129)))",Edmonton,0.1219,48,48110810.0,INTERSECTS,Census Dissemination Area
2021S051248110811,48110811,Alberta,520,3,-0.368,3,-0.174,4,0.405,2,-0.398,53.545525,-113.448677,564.0,284.0,256.0,4817905.7983,2167409.6961,2178,"MULTIPOLYGON (((-113.44615835621939 53.54383952760116, -113.4462084923647 53.543757314585534, -113.4463259830595 53.543633384746954, -113.44649917329114 53.543529837941485, -113.4466828241701 53.54345538191654, -113.44692152216095 53.54337960884847, -113.44718521938174 53.54332417590761, -113.44741386054308 53.54329659401951, -113.44769619203153 53.54328600211356, -113.44865627073216 53.543224836606456, -113.4490716932646 53.543186039613566, -113.44930518351262 53.54312912849163, -113.45094757289283 53.543114666651235, -113.45094664261688 53.54472410690734, -113.45094040482466 53.54632679181708, -113.45093774324585 53.54793716256129, -113.44928426322588 53.547944071268965, -113.44770138689653 53.547946506886674, -113.44615734473665 53.547952891490006, -113.44614462246888 53.54631989684833, -113.44616395037652 53.544733244319694, -113.44616529496146 53.5441055553538, -113.44615406734071 53.54399911865608, -113.44615835621939 53.54383952760116)))",Edmonton,0.1656,48,48110811.0,INTERSECTS,Census Dissemination Area
2021S051248110812,48110812,Alberta,551,2,-0.508,3,-0.255,4,0.264,3,-0.141,53.543413,-113.452815,515.0,268.0,234.0,4817574.0109,2167281.3195,2178,"MULTIPOLYGON (((-113.44930518351262 53.54312912849163, -113.44930474398603 53.54122030599676, -113.45094437376773 53.541211741990324, -113.45211645852413 53.5412153629736, -113.4524637179214 53.54121622877164, -113.45340792582923 53.5412104790766, -113.45402878634656 53.54122196940322, -113.45485269214545 53.541211403543095, -113.4555958555312 53.54121673454047, -113.45559811330234 53.543130908036375, -113.45558226406999 53.54473982320763, -113.45558905149484 53.5463489604838, -113.45405001744666 53.54633443422928, -113.4524643626715 53.54633057292978, -113.45094040482466 53.54632679181708, -113.45094664261688 53.54472410690734, -113.45094757289283 53.543114666651235, -113.44930518351262 53.54312912849163)))",Edmonton,0.1986,48,48110812.0,INTERSECTS,Census Dissemination Area
2021S051248110813,48110813,Alberta,459,3,-0.337,3,-0.195,5,0.973,5,0.841,53.542207,-113.45633,472.0,249.0,219.0,4817313.6343,2167233.0714,2178,"MULTIPOLYGON (((-113.46436262055768 53.549371329275935, -113.46388684333165 53.54942309288883, -113.46295565753042 53.549521360837986, -113.46214447647523 53.54961276117786, -113.46029807838862 53.54999075002277, -113.46003414025057 53.550038576232865, -113.45977852453433 53.550064194779935, -113.4594761187461 53.550068913086086, -113.45916541033394 53.55005234927108, -113.45886814909404 53.55001501574457, -113.45851850804668 53.549940071694266, -113.4580495112715 53.549750101179626, -113.45788579508324 53.549661875287626, -113.4575196895798 53.54945894624555, -113.4573240592924 53.54939000925209, -113.45712937462099 53.54935241446982, -113.45713099409824 53.54904857576195, -113.45715847792896 53.54793597936662, -113.45715530912244 53.54633814043141, -113.45558905149484 53.5463489604838, -113.45558226406999 53.54473982320763, -113.45559811330234 53.543130908036375, -113.4555958555312 53.54121673454047, -113.45485269214545 53.541211403543095, -113.45402878634656 53.54122196940322, -113.45340792582923 53.5412104790766, -113.4524637179214 53.54121622877164, -113.45211645852413 53.5412153629736, -113.45094437376773 53.541211741990324, -113.4509498188499 53.54012299733846, -113.45099024732173 53.54009404136466, -113.45118311312079 53.540071426471016, -113.45163690699438 53.540075819380284, -113.45171545614768 53.54005786472464, -113.45178009250515 53.54002011384898, -113.45180996426033 53.539947270402855, -113.45178781139782 53.538720700115064, -113.4518252416731 53.53868308627925, -113.45192802544304 53.538663904525066, -113.45244719243972 53.53866407963263, -113.45343891458577 53.53867745912701, -113.453425224652 53.537650198743414, -113.45338556581012 53.53753622314651, -113.4548636726578 53.537530769493664, -113.45533251757081 53.53749396645676, -113.45554398993625 53.537467924535584, -113.45571730337596 53.53741930813126, -113.45588991124369 53.53735345266285, -113.45602167720854 53.53732852914725, -113.45619341625172 53.53731084312537, -113.4564011136384 53.537330650534614, -113.4566540269499 53.53738791136255, -113.45679429762495 53.53746720724086, -113.45685263159959 53.53755309580059, -113.45688484471246 53.53763640718931, -113.45683846384111 53.53773218707211, -113.4566966376647 53.537854124626186, -113.45685720529464 53.53781015001034, -113.4570483431349 53.537790428072014, -113.4577406515011 53.53783860347944, -113.46088748243179 53.53830010085864, -113.46138002541905 53.53833250865245, -113.46200729926986 53.538348896490696, -113.46695912783034 53.538247194717776, -113.46686850086853 53.53841598811636, -113.46681989642008 53.53843395717579, -113.4667181746996 53.5384541478118, -113.46645396091883 53.53846256154227, -113.46563826057533 53.538492346988676, -113.46511307454095 53.538514401911364, -113.4642331137067 53.53871355423216, -113.46404985868251 53.53877342765278, -113.46378860711698 53.538842635368354, -113.46365132742034 53.538852557092504, -113.46339544142175 53.53886374384566, -113.46323006978578 53.538886707846565, -113.4630110595818 53.538939893274204, -113.46288980113 53.5390104103653, -113.46268726100675 53.5391383333662, -113.46249112823608 53.539243566784876, -113.46229124918835 53.53934248344021, -113.46121278579005 53.53981103882404, -113.460915376026 53.539980200725275, -113.4606828785984 53.540178386877294, -113.46045014955524 53.54040976524966, -113.46017357058454 53.54072146591621, -113.45992667834165 53.540875268877606, -113.45959910216266 53.54106738408154, -113.45940254354318 53.541158461756716, -113.45924590233757 53.54119616657089, -113.45895297872691 53.541227873634405, -113.46140718098677 53.54129252621428, -113.46098288635446 53.54280006818411, -113.46098627927294 53.54328497050311, -113.46116420825743 53.54386275188767, -113.46153810761197 53.54467215535554, -113.46178591293875 53.545014283996615, -113.46216127991376 53.545532458470994, -113.46367818404833 53.5470907523303, -113.46431838785185 53.54763385709782, -113.46512988605163 53.54832736145321, -113.46566190846197 53.54862305508728, -113.46600050355188 53.54900771057327, -113.46551659677158 53.54912018715234, -113.46519358357091 53.549186345154894, -113.46488528209639 53.54927417667009, -113.46436262055768 53.549371329275935)))",Edmonton,0.6561,48,48110813.0,INTERSECTS,Census Dissemination Area
2021S051248110814,48110814,Alberta,482,4,-0.12,2,-0.516,5,0.663,4,0.118,53.539553,-113.447915,491.0,259.0,239.0,4817734.8294,2166775.8062,2178,"MULTIPOLYGON (((-113.4458463586946 53.54125129642988, -113.44484093777555 53.541266059071894, -113.44471048582002 53.54123040334409, -113.44457508481324 53.541223207671, -113.44427382661522 53.54121513468541, -113.44354402804566 53.54120337808355, -113.44330529958401 53.541205211866234, -113.44329877638005 53.540306295357176, -113.44319683629325 53.53933348651816, -113.44297438354609 53.538265555093524, -113.44287414762118 53.5375854401054, -113.44309228139093 53.537581933560155, -113.44386699680717 53.537589819911744, -113.4443981196798 53.53758815354148, -113.44457416957154 53.53758746493196, -113.44614050514998 53.53757425475773, -113.44901026643228 53.537524350473575, -113.44927886862946 53.5375278546184, -113.45009683744533 53.53753406422602, -113.45338556581012 53.53753622314651, -113.453425224652 53.537650198743414, -113.45343891458577 53.53867745912701, -113.45244719243972 53.53866407963263, -113.45192802544304 53.538663904525066, -113.4518252416731 53.53868308627925, -113.45178781139782 53.538720700115064, -113.45180996426033 53.539947270402855, -113.45178009250515 53.54002011384898, -113.45171545614768 53.54005786472464, -113.45163690699438 53.540075819380284, -113.45118311312079 53.540071426471016, -113.45099024732173 53.54009404136466, -113.4509498188499 53.54012299733846, -113.45094437376773 53.541211741990324, -113.44930474398603 53.54122030599676, -113.44772838439332 53.541213608364714, -113.44651937283962 53.5412173979988, -113.44617388786767 53.54121848939017, -113.44602229355722 53.541218348228206, -113.4458463586946 53.54125129642988)))",Edmonton,0.2403,48,48110814.0,INTERSECTS,Census Dissemination Area
2021S051248110815,48110815,Alberta,472,2,-0.441,3,-0.228,3,-0.177,2,-0.381,53.535387,-113.445911,458.0,196.0,190.0,4817706.2946,2166301.6638,2175,"MULTIPOLYGON (((-113.44292987586343 53.535304062401586, -113.44292366120912 53.53398587780198, -113.44312982564409 53.53399157196409, -113.44475315452848 53.53396871932473, -113.44497591026911 53.53396028024533, -113.44522318347015 53.533931981302864, -113.44692348100652 53.53359950540158, -113.44863440217473 53.53325428653748, -113.44912906160725 53.53392148276741, -113.44919040297458 53.53404678956894, -113.44925133329055 53.534200376925625, -113.4492611709815 53.53638290952286, -113.44927264798828 53.53740654515558, -113.44927886862946 53.5375278546184, -113.44901026643228 53.537524350473575, -113.44614050514998 53.53757425475773, -113.44457416957154 53.53758746493196, -113.4443981196798 53.53758815354148, -113.44386699680717 53.537589819911744, -113.44309228139093 53.537581933560155, -113.44287414762118 53.5375854401054, -113.44287411745456 53.53748057850276, -113.44283920701237 53.536782201058514, -113.44293457126234 53.53593896901072, -113.44292987586343 53.535304062401586)))",Edmonton,0.1793,48,48110815.0,INTERSECTS,Census Dissemination Area
2021S051248110818,48110818,Alberta,462,5,0.291,5,1.327,5,1.012,2,-0.319,53.544111,-113.437311,551.0,234.0,211.0,4818553.9821,2167016.6345,2178,"MULTIPOLYGON (((-113.43794325032665 53.547674795606234, -113.43785388165762 53.54581189761653, -113.43735889995283 53.545609751252535, -113.43667390963209 53.54555056611887, -113.4360815735 53.545389157356375, -113.43546662009146 53.5449272706485, -113.43494080323795 53.54461125305474, -113.43444098335543 53.5444429527265, -113.43350371034582 53.54384786329866, -113.43286738136713 53.54369436071462, -113.43246467609528 53.543432660310906, -113.4322637913234 53.54338265337133, -113.4318780907233 53.543346454271564, -113.43131111217646 53.5430758649106, -113.43013719633849 53.54264647288686, -113.43016557759647 53.542479653340315, -113.43063011211825 53.54213056649345, -113.4307893038737 53.54187386111703, -113.43068347917624 53.54140707444588, -113.43055267740314 53.54119185265483, -113.43191926934395 53.541189110228544, -113.43230615237727 53.54118862761286, -113.43263269634207 53.5411892107864, -113.43317143363635 53.54118783554656, -113.43533551671906 53.54118895654584, -113.43689439945324 53.541193206769826, -113.43842955725172 53.541189732948126, -113.43842810296665 53.54312260867809, -113.43840698697451 53.54472354680298, -113.43912305874444 53.544733676197346, -113.43994178473113 53.544722257571834, -113.43993243928628 53.54570601489012, -113.43995985161932 53.54576678578428, -113.44003692818427 53.545817148500376, -113.44021540977641 53.54591530473152, -113.44028825716171 53.545994721963645, -113.44038356329686 53.54609755820984, -113.44046399082717 53.5461753550505, -113.44055374719458 53.546220012864026, -113.44065821962283 53.546242036305244, -113.44115595727735 53.54625519395983, -113.44132525675424 53.5462580107515, -113.44147329702022 53.546233010149265, -113.441621770437 53.546185473855964, -113.4419961468202 53.54592506115453, -113.44207941955928 53.54584431897299, -113.44259150482671 53.54546463241234, -113.44282621092324 53.54529498556718, -113.44293974914214 53.545145716865456, -113.44298878517469 53.54498181007235, -113.44299990155602 53.544726558413345, -113.44300031434884 53.54312194161237, -113.44300457740182 53.54166796627991, -113.44300226403807 53.541475353967, -113.44297376170645 53.54132462144698, -113.44298352523144 53.54120307832373, -113.44330529958401 53.541205211866234, -113.44330183305192 53.54172348728418, -113.44331512556919 53.544162825344, -113.44330564587507 53.54449501751504, -113.44327438199556 53.54469612592976, -113.44321724283479 53.544933381710926, -113.44314684487368 53.54519901962098, -113.44301057736503 53.54544779147804, -113.44283768264192 53.54571448766198, -113.44265981242562 53.54590032842139, -113.44237810997478 53.546172005776455, -113.44214787706356 53.54636370775668, -113.44181939253257 53.54659418828853, -113.44042088091348 53.547476896513814, -113.43982975762022 53.54787726241184, -113.43943490547952 53.54818041210281, -113.43884860334262 53.548749801270624, -113.43861341719936 53.54901569539487, -113.43843164352664 53.54927907367531, -113.43834390142841 53.54939452637882, -113.43766451607495 53.54938606367811, -113.43656673487986 53.54938121607642, -113.43601420206949 53.54936875964631, -113.43611584870347 53.54926752640572, -113.43794325032665 53.547674795606234)))",Edmonton,0.2836,48,48110818.0,INTERSECTS,Census Dissemination Area
2021S051248110819,48110819,Alberta,490,3,-0.282,2,-0.651,3,-0.082,2,-0.607,53.543492,-113.4409,395.0,209.0,188.0,4818310.4645,2167030.5561,2178,"MULTIPOLYGON (((-113.43842810296665 53.54312260867809, -113.43842955725172 53.541189732948126, -113.43994430965722 53.54120263164545, -113.44148284125377 53.54120089258604, -113.44230871989497 53.541198605763945, -113.44298352523144 53.54120307832373, -113.44297376170645 53.54132462144698, -113.44300226403807 53.541475353967, -113.44300457740182 53.54166796627991, -113.44300031434884 53.54312194161237, -113.44299990155602 53.544726558413345, -113.44298878517469 53.54498181007235, -113.44293974914214 53.545145716865456, -113.44282621092324 53.54529498556718, -113.44259150482671 53.54546463241234, -113.44207941955928 53.54584431897299, -113.4419961468202 53.54592506115453, -113.441621770437 53.546185473855964, -113.44147329702022 53.546233010149265, -113.44132525675424 53.5462580107515, -113.44115595727735 53.54625519395983, -113.44065821962283 53.546242036305244, -113.44055374719458 53.546220012864026, -113.44046399082717 53.5461753550505, -113.44038356329686 53.54609755820984, -113.44028825716171 53.545994721963645, -113.44021540977641 53.54591530473152, -113.44003692818427 53.545817148500376, -113.43995985161932 53.54576678578428, -113.43993243928628 53.54570601489012, -113.43994178473113 53.544722257571834, -113.43912305874444 53.544733676197346, -113.43840698697451 53.54472354680298, -113.43842810296665 53.54312260867809)))",Edmonton,0.1463,48,48110819.0,INTERSECTS,Census Dissemination Area
2021S051248110820,48110820,Alberta,461,4,0.085,3,-0.25,4,0.356,1,-0.882,53.544476,-113.445625,551.0,229.0,199.0,4818055.4083,2167234.8975,2178,"MULTIPOLYGON (((-113.44457054958964 53.54933746291854, -113.44298777004839 53.54934040415554, -113.44276013920783 53.549395757019646, -113.44137951583238 53.54939472483793, -113.44045343092657 53.54939566027436, -113.43947673202389 53.54939834920399, -113.43852347655547 53.549390382222455, -113.43834390142841 53.54939452637882, -113.43843164352664 53.54927907367531, -113.43861341719936 53.54901569539487, -113.43884860334262 53.548749801270624, -113.43943490547952 53.54818041210281, -113.43982975762022 53.54787726241184, -113.44042088091348 53.547476896513814, -113.44181939253257 53.54659418828853, -113.44214787706356 53.54636370775668, -113.44237810997478 53.546172005776455, -113.44265981242562 53.54590032842139, -113.44283768264192 53.54571448766198, -113.44301057736503 53.54544779147804, -113.44314684487368 53.54519901962098, -113.44321724283479 53.544933381710926, -113.44327438199556 53.54469612592976, -113.44330564587507 53.54449501751504, -113.44331512556919 53.544162825344, -113.44330183305192 53.54172348728418, -113.44330529958401 53.541205211866234, -113.44354402804566 53.54120337808355, -113.44427382661522 53.54121513468541, -113.44457508481324 53.541223207671, -113.44471048582002 53.54123040334409, -113.44484093777555 53.541266059071894, -113.4458463586946 53.54125129642988, -113.44602229355722 53.541218348228206, -113.44617388786767 53.54121848939017, -113.44651937283962 53.5412173979988, -113.44772838439332 53.541213608364714, -113.44930474398603 53.54122030599676, -113.44930518351262 53.54312912849163, -113.4490716932646 53.543186039613566, -113.44865627073216 53.543224836606456, -113.44769619203153 53.54328600211356, -113.44741386054308 53.54329659401951, -113.44718521938174 53.54332417590761, -113.44692152216095 53.54337960884847, -113.4466828241701 53.54345538191654, -113.44649917329114 53.543529837941485, -113.4463259830595 53.543633384746954, -113.4462084923647 53.543757314585534, -113.44615835621939 53.54383952760116, -113.44615406734071 53.54399911865608, -113.44616529496146 53.5441055553538, -113.44616395037652 53.544733244319694, -113.44614462246888 53.54631989684833, -113.44615734473665 53.547952891490006, -113.44610122954576 53.54933469551657, -113.44457054958964 53.54933746291854)))",Edmonton,0.2983,48,48110820.0,INTERSECTS,Census Dissemination Area
2021S051248110821,48110821,Alberta,642,1,-0.706,4,0.285,3,-0.119,4,0.18,53.52922,-113.438746,630.0,245.0,238.0,4817922.6139,2165508.4342,2176,"MULTIPOLYGON (((-113.43744971758383 53.53233509154507, -113.43728141574248 53.53236432716075, -113.43713775721449 53.53239451921503, -113.43585629520601 53.532701057420454, -113.43455954887182 53.53074739295631, -113.4339423049944 53.52981589123853, -113.43298933952407 53.52838180768309, -113.43438211809607 53.528053794743975, -113.43572245173169 53.52774667601114, -113.43685321026962 53.527751959075765, -113.43836970632431 53.52776340514958, -113.43988145070324 53.527758968784624, -113.44133126851422 53.52777010036905, -113.44266768652807 53.527776695983775, -113.44288352917333 53.527772471281835, -113.4428919601231 53.53050099122362, -113.44291535811068 53.53230243072635, -113.4426894604737 53.532302019742225, -113.4413796434551 53.53230583010254, -113.43991155802654 53.53229532375454, -113.43796301179407 53.532290699456055, -113.43773771863003 53.53229913374795, -113.43759985216396 53.53231583738363, -113.43744971758383 53.53233509154507)))",Edmonton,0.2909,48,48110821.0,INTERSECTS,Census Dissemination Area
2021S051248110822,48110822,Alberta,493,4,0.128,3,-0.309,4,0.404,1,-0.704,53.531771,-113.446926,470.0,224.0,206.0,4817511.8741,2165949.9463,2175,"MULTIPOLYGON (((-113.45417708272431 53.531796882214344, -113.45326868589385 53.531789627192204, -113.4514580424224 53.53241972460808, -113.45117467746736 53.532520450490445, -113.45080081895176 53.5326549673006, -113.44863440217473 53.53325428653748, -113.44692348100652 53.53359950540158, -113.44522318347015 53.533931981302864, -113.44497591026911 53.53396028024533, -113.44475315452848 53.53396871932473, -113.44312982564409 53.53399157196409, -113.44292366120912 53.53398587780198, -113.44291535811068 53.53230243072635, -113.4428919601231 53.53050099122362, -113.44309776388465 53.530503053475954, -113.44630770772349 53.53049226270162, -113.4480631493078 53.530491135732255, -113.45045342482122 53.530473693048954, -113.45068737392883 53.53045519917413, -113.45088366256813 53.53042270601075, -113.45095051093752 53.530384488093915, -113.45104691472301 53.53030790727319, -113.4513354711827 53.53000314516402, -113.45205829655733 53.52925019144373, -113.45372460454828 53.53004161576557, -113.454428447803 53.53035943190573, -113.45456709843721 53.5304121681473, -113.45474105585788 53.530444706683056, -113.45495678030986 53.53046074675623, -113.45516308449825 53.53046331633148, -113.45524875098361 53.530714195119366, -113.45558416008537 53.53135267993235, -113.45577118583886 53.53178789422746, -113.45417708272431 53.531796882214344)))",Edmonton,0.2474,48,48110822.0,INTERSECTS,Census Dissemination Area
2021S051248110823,48110823,Alberta,384,3,-0.296,2,-0.648,4,0.031,4,0.118,53.527592,-113.444945,426.0,183.0,177.0,4817481.4275,2165474.8858,2175,"MULTIPOLYGON (((-113.44288352917333 53.527772471281835, -113.44286588932725 53.52684696038177, -113.44286720204072 53.526602432581875, -113.44282540255875 53.525912242382155, -113.4428245284493 53.52528348742521, -113.44297915270668 53.5252825127634, -113.44373513364283 53.525284722767395, -113.44453453877684 53.52528263326273, -113.44872770588192 53.52525663149537, -113.44907919437868 53.52520929509457, -113.44910597748495 53.525934864895795, -113.44911382481868 53.52683183818666, -113.44725059908677 53.52684189247268, -113.44725635892868 53.52724210228279, -113.4472335807248 53.527329813619716, -113.44719146608492 53.52741393492614, -113.44699127626482 53.52779208532705, -113.4464691598601 53.528782170019404, -113.44629991517965 53.52905853397984, -113.44629154279556 53.52951674786825, -113.44630770772349 53.53049226270162, -113.44309776388465 53.530503053475954, -113.4428919601231 53.53050099122362, -113.44288352917333 53.527772471281835)))",Edmonton,0.1742,48,48110823.0,INTERSECTS,Census Dissemination Area
2021S051248110824,48110824,Alberta,407,3,-0.268,2,-0.755,3,-0.055,3,-0.029,53.528603,-113.449604,399.0,171.0,165.0,4817231.3722,2165680.7185,2175,"MULTIPOLYGON (((-113.44725635892868 53.52724210228279, -113.44725059908677 53.52684189247268, -113.44911382481868 53.52683183818666, -113.4516007432411 53.52681118793392, -113.45323828036088 53.526813733364165, -113.45331259477177 53.52683502915598, -113.45335132985848 53.52686673947131, -113.45338474123993 53.52784529032744, -113.45328047686726 53.52792142785461, -113.45258664124742 53.528646656610285, -113.45205829655733 53.52925019144373, -113.4513354711827 53.53000314516402, -113.45104691472301 53.53030790727319, -113.45095051093752 53.530384488093915, -113.45088366256813 53.53042270601075, -113.45068737392883 53.53045519917413, -113.45045342482122 53.530473693048954, -113.4480631493078 53.530491135732255, -113.44630770772349 53.53049226270162, -113.44629154279556 53.52951674786825, -113.44629991517965 53.52905853397984, -113.4464691598601 53.528782170019404, -113.44699127626482 53.52779208532705, -113.44719146608492 53.52741393492614, -113.4472335807248 53.527329813619716, -113.44725635892868 53.52724210228279)))",Edmonton,0.1569,48,48110824.0,INTERSECTS,Census Dissemination Area
2021S051248110825,48110825,Alberta,404,4,0.052,2,-0.562,3,-0.244,1,-0.805,53.526411,-113.45355,239.0,98.0,89.0,4816908.3386,2165539.8364,2175,"MULTIPOLYGON (((-113.4516007432411 53.52681118793392, -113.44911382481868 53.52683183818666, -113.44910597748495 53.525934864895795, -113.44907919437868 53.52520929509457, -113.45444583779994 53.525177935400386, -113.4554995804721 53.52521302896676, -113.4565843905639 53.5252437042143, -113.45688450634076 53.52528595565441, -113.45747791029899 53.52507900049785, -113.45744539106354 53.525413177251934, -113.45763410078544 53.52539486478701, -113.45786252192244 53.52534931656545, -113.4576561525573 53.5254465588341, -113.45753662900998 53.52552033033126, -113.45749505909833 53.52558795430495, -113.45744943136609 53.52589907213904, -113.4574597767831 53.526797578515634, -113.4574687617158 53.527735044532385, -113.45724855353859 53.52774038347097, -113.45514849171224 53.527742956758615, -113.45393644330588 53.52776243076679, -113.45370513088382 53.52778292381072, -113.45338474123993 53.52784529032744, -113.45335132985848 53.52686673947131, -113.45331259477177 53.52683502915598, -113.45323828036088 53.526813733364165, -113.4516007432411 53.52681118793392)))",Edmonton,0.1283,48,48110825.0,INTERSECTS,Census Dissemination Area
2021S051248110826,48110826,Alberta,448,4,-0.106,2,-0.521,5,1.944,3,-0.012,53.529589,-113.455539,446.0,253.0,242.0,4816901.805,2165911.6973,2175,"MULTIPOLYGON (((-113.45328047686726 53.52792142785461, -113.45338474123993 53.52784529032744, -113.45370513088382 53.52778292381072, -113.45393644330588 53.52776243076679, -113.45514849171224 53.527742956758615, -113.45724855353859 53.52774038347097, -113.4574687617158 53.527735044532385, -113.45748102330664 53.529241665058066, -113.45750535431907 53.53176995333343, -113.45730007558346 53.53177281003183, -113.45577118583886 53.53178789422746, -113.45558416008537 53.53135267993235, -113.45524875098361 53.530714195119366, -113.45516308449825 53.53046331633148, -113.45495678030986 53.53046074675623, -113.45474105585788 53.530444706683056, -113.45456709843721 53.5304121681473, -113.454428447803 53.53035943190573, -113.45372460454828 53.53004161576557, -113.45205829655733 53.52925019144373, -113.45258664124742 53.528646656610285, -113.45328047686726 53.52792142785461)))",Edmonton,0.1092,48,48110826.0,INTERSECTS,Census Dissemination Area
2021S051248110827,48110827,Alberta,807,2,-0.537,3,-0.26,3,-0.178,2,-0.336,53.529101,-113.461303,657.0,311.0,290.0,4816529.0041,2165986.6041,2174,"MULTIPOLYGON (((-113.45744539106354 53.525413177251934, -113.45747791029899 53.52507900049785, -113.45808517319182 53.52526092065236, -113.45838788830305 53.52523882367833, -113.45862517681454 53.525247769538694, -113.45895638162612 53.52528446878302, -113.45970344323247 53.52572181668735, -113.46157770012192 53.52678630158591, -113.4620833297661 53.527061662732514, -113.46300770688214 53.52758113247826, -113.4632790138424 53.52772803687746, -113.4638525063105 53.528027592015384, -113.46447790852596 53.52833283414488, -113.46537580028631 53.52872095581779, -113.46538135013003 53.52887829425699, -113.46538948982368 53.53081064863005, -113.46692772549362 53.530805862438925, -113.4669367560022 53.53173793174211, -113.46539980173588 53.531751203410934, -113.46388330780286 53.53175694024371, -113.46083705594842 53.53175975113573, -113.45926036979593 53.531770015817344, -113.45769857320805 53.53177101555285, -113.45750535431907 53.53176995333343, -113.45748102330664 53.529241665058066, -113.4574687617158 53.527735044532385, -113.4574597767831 53.526797578515634, -113.45744943136609 53.52589907213904, -113.45749505909833 53.52558795430495, -113.45753662900998 53.52552033033126, -113.4576561525573 53.5254465588341, -113.45786252192244 53.52534931656545, -113.45763410078544 53.52539486478701, -113.45744539106354 53.525413177251934)))",Edmonton,0.3038,48,48110827.0,INTERSECTS,Census Dissemination Area
